,author,title,body,date,rating,helpful
1159,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,0
1160,,Item as described,Item as described,2018-10-29,5,1
1161,,Love love love,Love love love it!!!!,2018-10-29,5,1
1162,,Easy yo use,Love it,2018-10-29,5,1
1163,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
1164,,good price,It is what i was looking,2018-10-29,5,1
1165,,Ease of use.,Continuous improvement,2018-10-29,5,1
1166,,Five Stars,Good item,2018-10-29,5,1
1167,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
1168,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
1169,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
1170,,Item as described,Item as described,2018-10-29,5,0
1171,,Love love love,Love love love it!!!!,2018-10-29,5,0
1172,,Easy yo use,Love it,2018-10-29,5,0
1173,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
1174,,good price,It is what i was looking,2018-10-29,5,0
1175,,Ease of use.,Continuous improvement,2018-10-29,5,0
1176,,Five Stars,Good item,2018-10-29,5,0
1177,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
1178,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
1179,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,0
1180,,Item as described,Item as described,2018-10-29,5,1
1181,,Love love love,Love love love it!!!!,2018-10-29,5,1
1182,,Easy yo use,Love it,2018-10-29,5,1
1183,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
1184,,good price,It is what i was looking,2018-10-29,5,1
1185,,Ease of use.,Continuous improvement,2018-10-29,5,1
1186,,Five Stars,Good item,2018-10-29,5,1
1187,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
1188,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
1189,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
1190,,Item as described,Item as described,2018-10-29,5,1
1191,,Love love love,Love love love it!!!!,2018-10-29,5,1
1192,,Easy yo use,Love it,2018-10-29,5,1
1193,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
1194,,good price,It is what i was looking,2018-10-29,5,1
1195,,Ease of use.,Continuous improvement,2018-10-29,5,1
1196,,Five Stars,Good item,2018-10-29,5,1
1197,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
1198,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
1199,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
1200,,Item as described,Item as described,2018-10-29,5,1
1201,,Love love love,Love love love it!!!!,2018-10-29,5,1
1202,,Easy yo use,Love it,2018-10-29,5,1
1203,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
1204,,good price,It is what i was looking,2018-10-29,5,1
1205,,Ease of use.,Continuous improvement,2018-10-29,5,1
1206,,Five Stars,Good item,2018-10-29,5,1
1207,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
1208,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
1209,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
1210,,Item as described,Item as described,2018-10-29,5,0
1211,,Love love love,Love love love it!!!!,2018-10-29,5,0
1212,,Easy yo use,Love it,2018-10-29,5,0
1213,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
1214,,good price,It is what i was looking,2018-10-29,5,0
1215,,Ease of use.,Continuous improvement,2018-10-29,5,0
1216,,Five Stars,Good item,2018-10-29,5,0
1217,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
1218,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
1219,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,0
1220,,Item as described,Item as described,2018-10-29,5,0
1221,,Love love love,Love love love it!!!!,2018-10-29,5,0
1222,,Easy yo use,Love it,2018-10-29,5,0
1223,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
1224,,good price,It is what i was looking,2018-10-29,5,0
1225,,Ease of use.,Continuous improvement,2018-10-29,5,0
1226,,Five Stars,Good item,2018-10-29,5,0
1227,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
1228,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
1229,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,0
1230,,Item as described,Item as described,2018-10-29,5,1
1231,,Love love love,Love love love it!!!!,2018-10-29,5,1
1232,,Easy yo use,Love it,2018-10-29,5,1
1233,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
1234,,good price,It is what i was looking,2018-10-29,5,1
1235,,Ease of use.,Continuous improvement,2018-10-29,5,1
1236,,Five Stars,Good item,2018-10-29,5,1
1237,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
1238,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
1239,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
1240,,Item as described,Item as described,2018-10-29,5,1
1241,,Love love love,Love love love it!!!!,2018-10-29,5,1
1242,,Easy yo use,Love it,2018-10-29,5,1
1243,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
1244,,good price,It is what i was looking,2018-10-29,5,1
1245,,Ease of use.,Continuous improvement,2018-10-29,5,1
1246,,Five Stars,Good item,2018-10-29,5,1
1247,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
1248,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
1249,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
1250,,Item as described,Item as described,2018-10-29,5,0
1251,,Love love love,Love love love it!!!!,2018-10-29,5,0
1252,,Easy yo use,Love it,2018-10-29,5,0
1253,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
1254,,good price,It is what i was looking,2018-10-29,5,0
1255,,Ease of use.,Continuous improvement,2018-10-29,5,0
1256,,Five Stars,Good item,2018-10-29,5,0
1257,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
1258,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
1259,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,0
1260,,Item as described,Item as described,2018-10-29,5,0
1261,,Love love love,Love love love it!!!!,2018-10-29,5,0
1262,,Easy yo use,Love it,2018-10-29,5,0
1263,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
1264,,good price,It is what i was looking,2018-10-29,5,0
1265,,Ease of use.,Continuous improvement,2018-10-29,5,0
1266,,Five Stars,Good item,2018-10-29,5,0
1267,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
1268,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
1269,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,0
1270,,Item as described,Item as described,2018-10-29,5,0
1271,,Love love love,Love love love it!!!!,2018-10-29,5,0
1272,,Easy yo use,Love it,2018-10-29,5,0
1273,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
1274,,good price,It is what i was looking,2018-10-29,5,0
1275,,Ease of use.,Continuous improvement,2018-10-29,5,0
1276,,Five Stars,Good item,2018-10-29,5,0
1277,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
1278,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
1279,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,0
1280,,Item as described,Item as described,2018-10-29,5,1
1281,,Love love love,Love love love it!!!!,2018-10-29,5,1
1282,,Easy yo use,Love it,2018-10-29,5,1
1283,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
1284,,good price,It is what i was looking,2018-10-29,5,1
1285,,Ease of use.,Continuous improvement,2018-10-29,5,1
1286,,Five Stars,Good item,2018-10-29,5,1
1287,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
1288,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
1289,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
1290,,Item as described,Item as described,2018-10-29,5,0
1291,,Love love love,Love love love it!!!!,2018-10-29,5,0
1292,,Easy yo use,Love it,2018-10-29,5,0
1293,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
1294,,good price,It is what i was looking,2018-10-29,5,0
1295,,Ease of use.,Continuous improvement,2018-10-29,5,0
1296,,Five Stars,Good item,2018-10-29,5,0
1297,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
1298,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
1299,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,0
1300,,Item as described,Item as described,2018-10-29,5,1
1301,,Love love love,Love love love it!!!!,2018-10-29,5,1
1302,,Easy yo use,Love it,2018-10-29,5,1
1303,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
1304,,good price,It is what i was looking,2018-10-29,5,1
1305,,Ease of use.,Continuous improvement,2018-10-29,5,1
1306,,Five Stars,Good item,2018-10-29,5,1
1307,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
1308,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
1309,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
1310,,Item as described,Item as described,2018-10-29,5,1
1311,,Love love love,Love love love it!!!!,2018-10-29,5,1
1312,,Easy yo use,Love it,2018-10-29,5,1
1313,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
1314,,good price,It is what i was looking,2018-10-29,5,1
1315,,Ease of use.,Continuous improvement,2018-10-29,5,1
1316,,Five Stars,Good item,2018-10-29,5,1
1317,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
1318,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
1319,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
1320,,Item as described,Item as described,2018-10-29,5,0
1321,,Love love love,Love love love it!!!!,2018-10-29,5,0
1322,,Easy yo use,Love it,2018-10-29,5,0
1323,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
1324,,good price,It is what i was looking,2018-10-29,5,0
1325,,Ease of use.,Continuous improvement,2018-10-29,5,0
1326,,Five Stars,Good item,2018-10-29,5,0
1327,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
1328,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
1329,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,0
